sequence,found_in_MEGAHIT,found_in_SPAdes,status,MEGAHIT_vs2_score,MEGAHIT_dvf_score,MEGAHIT_identified_by,SPAdes_vs2_score,SPAdes_dvf_score,SPAdes_identified_by
k141_48390,Yes,No,Consensus,0.587,0.0004213616775814,Both,N/A,N/A,N/A
k141_165301,Yes,No,Consensus,0.987,0.1793635189533233,Both,N/A,N/A,N/A
k141_148111,Yes,No,Consensus,0.58,0.2617855668067932,Both,N/A,N/A,N/A
k141_101077,Yes,No,Consensus,0.833,0.014607498422265,Both,N/A,N/A,N/A
k141_119367,Yes,No,Consensus,0.927,0.0166230015456676,Both,N/A,N/A,N/A
k141_150974,Yes,No,Consensus,0.973,0.0097390441223979,Both,N/A,N/A,N/A
k141_13733,Yes,No,Consensus,0.553,0.1973555088043213,Both,N/A,N/A,N/A
k141_158488,Yes,No,Consensus,1.0,0.0535447895526886,Both,N/A,N/A,N/A
k141_123989,Yes,No,Consensus,0.807,0.168397307395935,Both,N/A,N/A,N/A
k141_161840,Yes,No,Consensus,0.74,0.1563754826784134,Both,N/A,N/A,N/A
k141_43148,Yes,No,Consensus,0.98,0.1329616606235504,Both,N/A,N/A,N/A
k141_180271,Yes,No,Consensus,0.567,0.0329103581607341,Both,N/A,N/A,N/A
k141_66198,Yes,No,Consensus,0.88,0.000275013706414,Both,N/A,N/A,N/A
k141_59211,Yes,No,Consensus,0.967,0.022207174450159,Both,N/A,N/A,N/A
k141_69022,Yes,No,Consensus,0.947,0.0003884187026415,Both,N/A,N/A,N/A
k141_103673,Yes,No,Consensus,0.98,0.0134644331410527,Both,N/A,N/A,N/A
k141_96688,Yes,No,Consensus,1.0,8.934850484365597e-06,Both,N/A,N/A,N/A
k141_12469,Yes,No,Consensus,0.62,0.0049894843250513,Both,N/A,N/A,N/A
k141_50861,Yes,No,Consensus,0.933,0.0062405094504356,Both,N/A,N/A,N/A
k141_153358,Yes,No,Consensus,0.827,0.000476096465718,Both,N/A,N/A,N/A
k141_96728,Yes,No,Consensus,0.787,0.3406249582767486,Both,N/A,N/A,N/A
k141_3550,Yes,No,Consensus,0.667,0.5021407008171082,Both,N/A,N/A,N/A
k141_83110,Yes,No,Consensus,0.887,1.1245191444686498e-06,Both,N/A,N/A,N/A
NODE_4365_length_1171_cov_2.240143,No,Yes,Consensus,N/A,N/A,N/A,0.86,0.0842672809958458,Both
k141_170299,Yes,No,Consensus,0.98,0.1825874596834182,Both,N/A,N/A,N/A
NODE_383_length_2359_cov_1.778646,No,Yes,Consensus,N/A,N/A,N/A,0.533,0.0001810653193388,Both
k141_173637,Yes,No,Consensus,0.78,0.060109868645668,Both,N/A,N/A,N/A
k141_87605,Yes,No,Consensus,1.0,0.9162408113479614,Both,N/A,N/A,N/A
k141_177198,Yes,No,Consensus,0.907,0.0002019354869844,Both,N/A,N/A,N/A
NODE_4205_length_1182_cov_1.604259,No,Yes,Consensus,N/A,N/A,N/A,0.847,2.145128746633418e-06,Both
k141_6632,Yes,No,Consensus,,0.7596675753593445,Both,N/A,N/A,N/A
k141_439,Yes,No,Consensus,1.0,0.4565483033657074,Both,N/A,N/A,N/A
k141_129061,Yes,No,Consensus,0.52,0.8245885372161865,Both,N/A,N/A,N/A
NODE_2981_length_1297_cov_1.403382,No,Yes,Consensus,N/A,N/A,N/A,0.973,0.0003233867173548,Both
k141_139044,Yes,No,Consensus,0.913,0.0002646234643179,Both,N/A,N/A,N/A
k141_30294,Yes,No,Consensus,0.98,0.253189355134964,Both,N/A,N/A,N/A
k141_146851,Yes,No,Consensus,0.553,3.793799987761304e-05,Both,N/A,N/A,N/A
k141_170300,Yes,No,Consensus,0.907,0.0001713000674499,Both,N/A,N/A,N/A
NODE_6543_length_1047_cov_2.771169,No,Yes,Consensus,N/A,N/A,N/A,1.0,0.9994743466377258,Both
k141_3839,Yes,No,Consensus,0.54,0.0154952388256788,Both,N/A,N/A,N/A
k141_111162,Yes,No,Consensus,0.833,0.0002140139986295,Both,N/A,N/A,N/A
k141_75345,Yes,No,Consensus,0.847,0.0010435442673042,Both,N/A,N/A,N/A
k141_165173,Yes,No,Consensus,0.98,0.404720664024353,Both,N/A,N/A,N/A
k141_120097,Yes,No,Consensus,0.847,0.0009223715169355,Both,N/A,N/A,N/A
k141_176758,Yes,No,Consensus,0.813,0.0393758229911327,Both,N/A,N/A,N/A
NODE_252_length_2656_cov_3.299885,No,Yes,Consensus,N/A,N/A,N/A,0.533,0.0226173289120197,Both
NODE_899_length_1815_cov_3.532386,No,Yes,Consensus,N/A,N/A,N/A,0.827,0.5057117938995361,Both
k141_136883,Yes,No,Consensus,0.78,0.0031017703004181,Both,N/A,N/A,N/A
k141_146654,Yes,No,Consensus,0.907,0.0009482891182415,Both,N/A,N/A,N/A
k141_58819,Yes,No,Consensus,0.84,0.135565385222435,Both,N/A,N/A,N/A
k141_14166,Yes,No,Consensus,0.853,0.472889244556427,Both,N/A,N/A,N/A
k141_99915,Yes,No,Consensus,1.0,0.0682598203420639,Both,N/A,N/A,N/A
k141_29138,Yes,No,Consensus,0.84,0.0050985622219741,Both,N/A,N/A,N/A
k141_4648,Yes,No,Consensus,0.547,1.4256328313422273e-06,Both,N/A,N/A,N/A
k141_136044,Yes,No,Consensus,,0.0045295022428035,Both,N/A,N/A,N/A
k141_169009,Yes,No,Consensus,0.593,9.77891613729298e-05,Both,N/A,N/A,N/A
k141_68219,Yes,No,Consensus,1.0,1.9332845113240182e-05,Both,N/A,N/A,N/A
k141_28044,Yes,No,Consensus,0.58,0.1926517188549041,Both,N/A,N/A,N/A
k141_355,Yes,No,Consensus,0.573,0.0001353783736703,Both,N/A,N/A,N/A
NODE_1258_length_1647_cov_1.901382,No,Yes,Consensus,N/A,N/A,N/A,0.56,0.2331210672855377,Both
k141_124644,Yes,No,Consensus,,0.1818148791790008,Both,N/A,N/A,N/A
k141_40135,Yes,No,Consensus,0.627,0.0131282228976488,Both,N/A,N/A,N/A
k141_52779,Yes,No,Consensus,0.94,0.1684770882129669,Both,N/A,N/A,N/A
k141_121656,Yes,No,Consensus,0.947,0.0037666759453713,Both,N/A,N/A,N/A
k141_176240,Yes,No,Consensus,0.987,0.0490828901529312,Both,N/A,N/A,N/A
k141_33779,Yes,No,Consensus,0.953,0.0039060821291059,Both,N/A,N/A,N/A
k141_128425,Yes,No,Consensus,0.64,0.0162255782634019,Both,N/A,N/A,N/A
k141_22790,Yes,No,Consensus,0.96,0.0154285328462719,Both,N/A,N/A,N/A
k141_57518,Yes,No,Consensus,0.913,0.0007592351175844,Both,N/A,N/A,N/A
k141_56501,Yes,No,Consensus,0.647,0.1044891849160194,Both,N/A,N/A,N/A
k141_42897,Yes,No,Consensus,,0.0001256667019333,Both,N/A,N/A,N/A
k141_42194,Yes,No,Consensus,0.967,0.0044067376293241,Both,N/A,N/A,N/A
k141_49304,Yes,No,Consensus,0.953,0.0001512284507043,Both,N/A,N/A,N/A
k141_145253,Yes,No,Consensus,0.847,0.0194090157747268,Both,N/A,N/A,N/A
NODE_3900_length_1207_cov_1.001736,No,Yes,Consensus,N/A,N/A,N/A,0.527,0.3571505844593048,Both
k141_74819,Yes,No,Consensus,0.5,0.065612256526947,Both,N/A,N/A,N/A
k141_17066,Yes,No,Consensus,0.78,0.0012269016588106,Both,N/A,N/A,N/A
k141_81866,Yes,No,Consensus,0.5,5.034036439610645e-05,Both,N/A,N/A,N/A
NODE_3501_length_1240_cov_1.274262,No,Yes,Consensus,N/A,N/A,N/A,0.693,0.000670580600854,Both
k141_85106,Yes,No,Consensus,0.727,2.1141768229426816e-06,Both,N/A,N/A,N/A
k141_44723,Yes,No,Consensus,0.693,1.632924067962449e-06,Both,N/A,N/A,N/A
k141_42127,Yes,No,Consensus,0.967,0.5525485873222351,Both,N/A,N/A,N/A
k141_153731,Yes,No,Consensus,,0.0009507455979473,Both,N/A,N/A,N/A
k141_135430,Yes,No,Consensus,0.953,0.0014355201274156,Both,N/A,N/A,N/A
k141_142736,Yes,No,Consensus,0.927,2.967456058655671e-09,Both,N/A,N/A,N/A
k141_51027,Yes,No,Consensus,0.62,0.3484840989112854,Both,N/A,N/A,N/A
k141_129899,Yes,No,Consensus,0.9,0.1545109748840332,Both,N/A,N/A,N/A
NODE_3919_length_1204_cov_2.177546,No,Yes,Consensus,N/A,N/A,N/A,0.9,0.0415225178003311,Both
k141_172717,Yes,No,Consensus,0.987,0.0049712639302015,Both,N/A,N/A,N/A
k141_23063,Yes,No,Consensus,0.987,0.5650059580802917,Both,N/A,N/A,N/A
k141_8570,Yes,No,Consensus,0.987,0.0114369075745344,Both,N/A,N/A,N/A
k141_16069,Yes,No,Consensus,0.96,0.9827163219451904,Both,N/A,N/A,N/A
k141_20164,Yes,No,Consensus,0.993,0.394025444984436,Both,N/A,N/A,N/A
k141_113577,Yes,No,Consensus,1.0,0.3943699896335602,Both,N/A,N/A,N/A
k141_96314,Yes,No,Consensus,0.973,0.8696664571762085,Both,N/A,N/A,N/A
k141_144189,Yes,No,Consensus,1.0,0.3292663991451263,Both,N/A,N/A,N/A
k141_145889,Yes,No,Consensus,,0.0005299288313835,Both,N/A,N/A,N/A
k141_57561,Yes,No,Consensus,0.833,0.0003556763986125,Both,N/A,N/A,N/A
k141_30319,Yes,No,Consensus,0.793,0.0026800744235515,Both,N/A,N/A,N/A
k141_174532,Yes,No,Consensus,0.867,0.5301043391227722,Both,N/A,N/A,N/A
k141_45,Yes,No,Consensus,0.713,0.6024219989776611,Both,N/A,N/A,N/A
k141_79919,Yes,No,Consensus,,0.0001698061969364,Both,N/A,N/A,N/A
k141_126614,Yes,No,Consensus,0.993,0.0055518974550068,Both,N/A,N/A,N/A
k141_59049,Yes,No,Consensus,1.0,0.018955573439598,Both,N/A,N/A,N/A
k141_131227,Yes,No,Consensus,1.0,0.9972081184387208,Both,N/A,N/A,N/A
k141_144270,Yes,No,Consensus,,0.1629268676042556,Both,N/A,N/A,N/A
k141_174321,Yes,No,Consensus,,0.4415814578533172,Both,N/A,N/A,N/A
NODE_73_length_3780_cov_3.457450,No,Yes,Consensus,N/A,N/A,N/A,0.793,0.0593353062868118,Both
k141_43850,Yes,No,Consensus,0.847,0.0264174994081258,Both,N/A,N/A,N/A
NODE_5644_length_1089_cov_1.836557,No,Yes,Consensus,N/A,N/A,N/A,0.953,0.9998252391815186,Both
NODE_2397_length_1374_cov_4.510993,No,Yes,Consensus,N/A,N/A,N/A,0.993,0.9791239500045776,Both
NODE_4755_length_1145_cov_1.601835,No,Yes,Consensus,N/A,N/A,N/A,1.0,0.2393617928028106,Both
NODE_2241_length_1402_cov_1.198218,No,Yes,Consensus,N/A,N/A,N/A,0.927,0.0274603236466646,Both
NODE_3630_length_1228_cov_3.129582,No,Yes,Consensus,N/A,N/A,N/A,0.94,0.0852657109498977,Both
k141_106182,Yes,No,Consensus,0.747,0.5005624294281006,Both,N/A,N/A,N/A
k141_43983,Yes,No,Consensus,0.74,6.595915328944102e-05,Both,N/A,N/A,N/A
NODE_1049_length_1732_cov_2.795468,No,Yes,Consensus,N/A,N/A,N/A,,0.999997079372406,Both
k141_153165,Yes,No,Consensus,,0.937664031982422,Both,N/A,N/A,N/A
k141_104490,Yes,No,Consensus,0.507,0.0017268424853682,Both,N/A,N/A,N/A
k141_142386,Yes,No,Consensus,0.987,0.3301540911197662,Both,N/A,N/A,N/A
NODE_6108_length_1067_cov_1.442688,No,Yes,Consensus,N/A,N/A,N/A,0.893,0.0041767638176679,Both
k141_57228,Yes,No,Consensus,0.927,0.2336889505386352,Both,N/A,N/A,N/A
NODE_5848_length_1079_cov_2.680664,No,Yes,Consensus,N/A,N/A,N/A,0.993,0.9998282194137572,Both
k141_4217,Yes,No,Consensus,,0.4917950928211212,Both,N/A,N/A,N/A
k141_105933,Yes,No,Consensus,0.887,0.1666228771209716,Both,N/A,N/A,N/A
k141_70864,Yes,No,Consensus,,0.309921532869339,Both,N/A,N/A,N/A
k141_124339,Yes,No,Consensus,0.987,0.000878951861523,Both,N/A,N/A,N/A
k141_156330,Yes,No,Consensus,0.64,2.20913235621234e-11,Both,N/A,N/A,N/A
k141_67911,Yes,No,Consensus,0.613,0.0953343734145164,Both,N/A,N/A,N/A
k141_6990,Yes,No,Consensus,0.847,0.0001246053579961,Both,N/A,N/A,N/A
k141_140219,Yes,No,Consensus,1.0,2.357690753740372e-08,Both,N/A,N/A,N/A
k141_12910,Yes,No,Consensus,0.987,0.7622432708740234,Both,N/A,N/A,N/A
k141_149413,Yes,No,Consensus,0.987,0.0074741230346262,Both,N/A,N/A,N/A
NODE_7315_length_1016_cov_1.958377,No,Yes,Consensus,N/A,N/A,N/A,0.987,0.050762590020895,Both
k141_159002,Yes,No,Consensus,0.687,0.1290125846862793,Both,N/A,N/A,N/A
k141_96936,Yes,No,Consensus,0.847,0.0012620303314179,Both,N/A,N/A,N/A
k141_2487,Yes,No,Consensus,0.967,0.3828009665012359,Both,N/A,N/A,N/A
k141_147590,Yes,No,Consensus,,0.1293117702007293,Both,N/A,N/A,N/A
k141_60045,Yes,No,Consensus,0.887,0.8834431767463684,Both,N/A,N/A,N/A
k141_64340,Yes,No,Consensus,0.967,1.8343893316341564e-05,Both,N/A,N/A,N/A
k141_115078,Yes,No,Consensus,,0.75951087474823,Both,N/A,N/A,N/A
k141_96747,Yes,No,Consensus,0.987,4.660067588702077e-06,Both,N/A,N/A,N/A
k141_23450,Yes,No,Consensus,0.547,2.4863588805601462e-06,Both,N/A,N/A,N/A
NODE_6634_length_1043_cov_2.788462,No,Yes,Consensus,N/A,N/A,N/A,0.72,4.014590899714676e-07,Both
NODE_2782_length_1319_cov_2.150316,No,Yes,Consensus,N/A,N/A,N/A,0.973,0.1586561352014541,Both
k141_19252,Yes,No,Consensus,0.94,0.0222819671034812,Both,N/A,N/A,N/A
k141_307,Yes,No,Consensus,0.7,0.0147022381424903,Both,N/A,N/A,N/A
k141_173812,Yes,No,Consensus,0.753,0.0044897529296576,Both,N/A,N/A,N/A
k141_171347,Yes,No,Consensus,0.933,0.0090341623872518,Both,N/A,N/A,N/A
k141_141385,Yes,No,Consensus,0.7,0.0060851112939417,Both,N/A,N/A,N/A
k141_84418,Yes,No,Consensus,0.98,0.4219403862953186,Both,N/A,N/A,N/A
k141_177447,Yes,No,Consensus,0.88,0.0046261064708232,Both,N/A,N/A,N/A
k141_51309,Yes,No,Consensus,0.947,0.6414837837219238,Both,N/A,N/A,N/A
NODE_931_length_1799_cov_2.681193,No,Yes,Consensus,N/A,N/A,N/A,0.82,0.4625877737998962,Both
k141_138658,Yes,No,Consensus,0.747,5.179954678169452e-05,Both,N/A,N/A,N/A
k141_126210,Yes,No,Consensus,0.507,5.030713964515599e-06,Both,N/A,N/A,N/A
k141_6688,Yes,No,Consensus,1.0,0.0031115522142499,Both,N/A,N/A,N/A
k141_40644,Yes,No,Consensus,0.973,1.2743546449200949e-06,Both,N/A,N/A,N/A
k141_124333,Yes,No,Consensus,0.953,0.0610261149704456,Both,N/A,N/A,N/A
k141_29237,Yes,No,Consensus,0.647,0.0211239699274301,Both,N/A,N/A,N/A
k141_102713,Yes,No,Consensus,0.987,0.8046566247940063,Both,N/A,N/A,N/A
k141_76794,Yes,No,Consensus,0.993,0.0004952073213644,Both,N/A,N/A,N/A
k141_63370,Yes,No,Consensus,0.893,0.012278196401894,Both,N/A,N/A,N/A
k141_60226,Yes,No,Consensus,,0.5536593794822693,Both,N/A,N/A,N/A
k141_177617,Yes,No,Consensus,0.5,1.631172352745125e-07,Both,N/A,N/A,N/A
k141_36032,Yes,No,Consensus,0.527,0.4440497756004333,Both,N/A,N/A,N/A
k141_53201,Yes,No,Consensus,0.993,0.9970358610153198,Both,N/A,N/A,N/A
k141_38006,Yes,No,Consensus,0.533,0.0446189567446708,Both,N/A,N/A,N/A
NODE_421_length_2281_cov_3.306379,No,Yes,Consensus,N/A,N/A,N/A,0.613,0.0574886202812194,Both
k141_24684,Yes,No,Consensus,0.987,0.3053442239761352,Both,N/A,N/A,N/A
k141_65271,Yes,No,Consensus,0.86,0.20558962225914,Both,N/A,N/A,N/A
k141_155933,Yes,No,Consensus,0.84,0.0002468745806254,Both,N/A,N/A,N/A
NODE_5589_length_1092_cov_3.345227,No,Yes,Consensus,N/A,N/A,N/A,1.0,0.1062355488538742,Both
k141_171573,Yes,No,Consensus,0.647,0.0035812808200716,Both,N/A,N/A,N/A
k141_27895,Yes,No,Consensus,0.893,0.0458305403590202,Both,N/A,N/A,N/A
k141_47783,Yes,No,Consensus,0.993,0.5106303095817566,Both,N/A,N/A,N/A
k141_6732,Yes,No,Consensus,0.867,0.5081430673599243,Both,N/A,N/A,N/A
k141_103974,Yes,No,Consensus,0.913,0.0022286991588771,Both,N/A,N/A,N/A
k141_150748,Yes,No,Consensus,0.88,6.346862210193649e-05,Both,N/A,N/A,N/A
k141_21333,Yes,No,Consensus,0.587,0.997783660888672,Both,N/A,N/A,N/A
k141_173165,Yes,No,Consensus,1.0,0.0253660939633846,Both,N/A,N/A,N/A
k141_139,Yes,No,Consensus,0.733,0.8838955163955688,Both,N/A,N/A,N/A
k141_105637,Yes,No,Consensus,0.64,0.0127406809478998,Both,N/A,N/A,N/A
k141_62024,Yes,No,Consensus,0.6,0.016525600105524,Both,N/A,N/A,N/A
NODE_3414_length_1249_cov_1.664154,No,Yes,Consensus,N/A,N/A,N/A,1.0,0.0004711917717941,Both
k141_81947,Yes,No,Consensus,0.993,0.0318896137177944,Both,N/A,N/A,N/A
k141_87873,Yes,No,Consensus,0.753,0.0035135664511471,Both,N/A,N/A,N/A
k141_149216,Yes,No,Consensus,1.0,0.1381645798683166,Both,N/A,N/A,N/A
k141_5471,Yes,No,Consensus,0.907,8.036336680561362e-07,Both,N/A,N/A,N/A
NODE_4775_length_1144_cov_1.348026,No,Yes,Consensus,N/A,N/A,N/A,1.0,5.362619049265049e-06,Both
k141_14311,Yes,No,Consensus,1.0,0.971992254257202,Both,N/A,N/A,N/A
k141_41613,Yes,No,Consensus,0.973,0.2552444040775299,Both,N/A,N/A,N/A
NODE_7326_length_1016_cov_1.473465,No,Yes,Consensus,N/A,N/A,N/A,,0.0030767573043704,Both
k141_104455,Yes,No,Consensus,0.56,0.0079804081469774,Both,N/A,N/A,N/A
k141_79044,Yes,No,Consensus,0.767,0.0030054876115173,Both,N/A,N/A,N/A
k141_158286,Yes,No,Consensus,0.793,6.143573409644887e-05,Both,N/A,N/A,N/A
k141_55911,Yes,No,Consensus,0.86,1.2537547666724436e-09,Both,N/A,N/A,N/A
k141_35252,Yes,No,Consensus,0.987,0.8451120853424072,Both,N/A,N/A,N/A
k141_137947,Yes,No,Consensus,0.66,0.902114748954773,Both,N/A,N/A,N/A
k141_155077,Yes,No,Consensus,0.873,0.1802238076925277,Both,N/A,N/A,N/A
k141_44961,Yes,No,Consensus,0.967,0.2708194255828857,Both,N/A,N/A,N/A
k141_47436,Yes,No,Consensus,0.993,0.015403619967401,Both,N/A,N/A,N/A
k141_86611,Yes,No,Consensus,0.687,0.0008643757319077,Both,N/A,N/A,N/A
k141_46572,Yes,No,Consensus,0.667,0.0077171409502625,Both,N/A,N/A,N/A
k141_76521,Yes,No,Consensus,0.827,0.0118874004110693,Both,N/A,N/A,N/A
k141_172192,Yes,No,Consensus,0.987,0.3956248760223388,Both,N/A,N/A,N/A
NODE_5707_length_1086_cov_1.526673,No,Yes,Consensus,N/A,N/A,N/A,0.88,0.0022738496772944,Both
k141_9582,Yes,No,Consensus,0.96,0.0003082619514316,Both,N/A,N/A,N/A
k141_84457,Yes,No,Consensus,0.747,0.0208170469850301,Both,N/A,N/A,N/A
k141_163174,Yes,No,Consensus,0.587,0.003473246935755,Both,N/A,N/A,N/A
k141_92725,Yes,No,Consensus,0.96,0.5194762945175171,Both,N/A,N/A,N/A
k141_176893,Yes,No,Consensus,0.967,0.0684480965137481,Both,N/A,N/A,N/A
k141_163038,Yes,No,Consensus,0.513,0.0473412349820137,Both,N/A,N/A,N/A
NODE_191_length_2886_cov_3.518898,No,Yes,Consensus,N/A,N/A,N/A,0.787,0.0262781269848346,Both
NODE_3829_length_1212_cov_1.896283,No,Yes,Consensus,N/A,N/A,N/A,0.54,6.485990161309019e-05,Both
NODE_6434_length_1052_cov_1.659980,No,Yes,Consensus,N/A,N/A,N/A,0.967,0.0004869165131822,Both
k141_88435,Yes,No,Consensus,0.94,0.0142041789367794,Both,N/A,N/A,N/A
k141_97201,Yes,No,Consensus,0.98,0.993445634841919,Both,N/A,N/A,N/A
NODE_359_length_2408_cov_3.586910,No,Yes,Consensus,N/A,N/A,N/A,0.947,0.2683396637439728,Both
k141_60872,Yes,No,Consensus,1.0,1.3941894305702363e-09,Both,N/A,N/A,N/A
k141_174709,Yes,No,Consensus,0.753,0.0037172306329011,Both,N/A,N/A,N/A
NODE_5912_length_1076_cov_3.395690,No,Yes,Consensus,N/A,N/A,N/A,0.813,0.0619113445281982,Both
k141_121822,Yes,No,Consensus,0.56,2.51974597631488e-07,Both,N/A,N/A,N/A
k141_67578,Yes,No,Consensus,0.707,0.9618016481399536,Both,N/A,N/A,N/A
k141_47465,Yes,No,Consensus,0.94,2.036716750808409e-08,Both,N/A,N/A,N/A
k141_123184,Yes,No,Consensus,0.913,0.0430673882365226,Both,N/A,N/A,N/A
k141_6919,Yes,No,Consensus,,0.0079825604334473,Both,N/A,N/A,N/A
k141_127563,Yes,No,Consensus,0.98,0.0008499842952005,Both,N/A,N/A,N/A
k141_108692,Yes,No,Consensus,0.973,0.9948791265487672,Both,N/A,N/A,N/A
k141_22250,Yes,No,Consensus,0.96,0.8456028699874878,Both,N/A,N/A,N/A
k141_8454,Yes,No,Consensus,0.72,0.0094242449849843,Both,N/A,N/A,N/A
k141_102542,Yes,No,Consensus,0.84,0.1961181461811065,Both,N/A,N/A,N/A
k141_92682,Yes,No,Consensus,0.993,0.9363989233970642,Both,N/A,N/A,N/A
k141_119362,Yes,No,Consensus,0.867,8.228157639678102e-06,Both,N/A,N/A,N/A
k141_12738,Yes,No,Consensus,0.94,0.0671529620885849,Both,N/A,N/A,N/A
k141_134489,Yes,No,Consensus,0.593,2.628480388011667e-06,Both,N/A,N/A,N/A
k141_173270,Yes,No,Consensus,,0.6087085604667664,Both,N/A,N/A,N/A
k141_179803,Yes,No,Consensus,0.993,0.4716567695140838,Both,N/A,N/A,N/A
k141_33771,Yes,No,Consensus,0.987,0.9980487823486328,Both,N/A,N/A,N/A
k141_133680,Yes,No,Consensus,0.72,0.1148302555084228,Both,N/A,N/A,N/A
k141_31667,Yes,No,Consensus,0.733,0.0437495671212673,Both,N/A,N/A,N/A
k141_261,Yes,No,Consensus,0.773,0.4859459996223449,Both,N/A,N/A,N/A
k141_70657,Yes,No,Consensus,0.987,0.2812577486038208,Both,N/A,N/A,N/A
k141_31368,Yes,No,Consensus,0.74,0.7627427577972412,Both,N/A,N/A,N/A
k141_126378,Yes,No,Consensus,0.773,0.003371559549123,Both,N/A,N/A,N/A
k141_81552,Yes,No,Consensus,0.833,0.7369129061698914,Both,N/A,N/A,N/A
k141_44983,Yes,No,Consensus,0.96,0.0191061701625585,Both,N/A,N/A,N/A
k141_181236,Yes,No,Consensus,0.987,0.517135500907898,Both,N/A,N/A,N/A
k141_107747,Yes,No,Consensus,0.553,3.319210736663081e-05,Both,N/A,N/A,N/A
k141_15903,Yes,No,Consensus,0.973,0.000261142355157,Both,N/A,N/A,N/A
k141_101948,Yes,No,Consensus,0.993,0.9990519285202026,Both,N/A,N/A,N/A
k141_163991,Yes,No,Consensus,0.827,1.841526318457909e-05,Both,N/A,N/A,N/A
k141_144630,Yes,No,Consensus,0.953,0.0024398036766797,Both,N/A,N/A,N/A
k141_160924,Yes,No,Consensus,0.787,0.026369510218501,Both,N/A,N/A,N/A
k141_23264,Yes,No,Consensus,0.807,0.353896826505661,Both,N/A,N/A,N/A
k141_177075,Yes,No,Consensus,0.947,0.0137614756822586,Both,N/A,N/A,N/A
NODE_5584_length_1093_cov_1.033719,No,Yes,Consensus,N/A,N/A,N/A,0.68,0.0001106589261326,Both
k141_102074,Yes,No,Consensus,0.947,0.9962468147277832,Both,N/A,N/A,N/A
k141_94174,Yes,No,Consensus,0.76,0.2851490974426269,Both,N/A,N/A,N/A
k141_15627,Yes,No,Consensus,,2.9721302325924626e-06,Both,N/A,N/A,N/A
k141_67069,Yes,No,Consensus,0.633,0.342347651720047,Both,N/A,N/A,N/A
k141_118117,Yes,No,Consensus,0.88,0.0010771857341751,Both,N/A,N/A,N/A
k141_28314,Yes,No,Consensus,0.973,0.0097278524190187,Both,N/A,N/A,N/A
NODE_893_length_1819_cov_2.356576,No,Yes,Consensus,N/A,N/A,N/A,0.627,0.7566157579421997,Both
k141_128224,Yes,No,Consensus,0.947,0.8791821002960205,Both,N/A,N/A,N/A
k141_160056,Yes,No,Consensus,0.64,0.1735443472862243,Both,N/A,N/A,N/A
k141_66214,Yes,No,Consensus,0.573,0.0060272458940744,Both,N/A,N/A,N/A
k141_147856,Yes,No,Consensus,0.867,0.4401813447475433,Both,N/A,N/A,N/A
k141_167963,Yes,No,Consensus,0.813,0.4983751773834228,Both,N/A,N/A,N/A
k141_64657,Yes,No,Consensus,0.5,0.0012236115289852,Both,N/A,N/A,N/A
k141_82536,Yes,No,Consensus,0.533,3.7736638205387854e-06,Both,N/A,N/A,N/A
k141_172841,Yes,No,Consensus,0.947,0.0001456282770959,Both,N/A,N/A,N/A
k141_79924,Yes,No,Consensus,0.953,0.0133303916081786,Both,N/A,N/A,N/A
k141_86969,Yes,No,Consensus,0.76,0.033192079514265,Both,N/A,N/A,N/A
k141_158268,Yes,No,Consensus,0.927,0.2471293807029724,Both,N/A,N/A,N/A
NODE_1872_length_1477_cov_2.193390,No,Yes,Consensus,N/A,N/A,N/A,0.673,6.526698257403041e-07,Both
k141_2080,Yes,No,Consensus,0.973,0.9005031585693359,Both,N/A,N/A,N/A
k141_155385,Yes,No,Consensus,0.793,5.169938231119886e-05,Both,N/A,N/A,N/A
k141_2932,Yes,No,Consensus,0.873,0.0001620181719772,Both,N/A,N/A,N/A
k141_10615,Yes,No,Consensus,0.753,2.506279088265728e-05,Both,N/A,N/A,N/A
k141_146906,Yes,No,Consensus,,0.0080010117962956,Both,N/A,N/A,N/A
k141_7629,Yes,No,Consensus,0.74,0.0151026593521237,Both,N/A,N/A,N/A
k141_173714,Yes,No,Consensus,0.76,0.0557179562747478,Both,N/A,N/A,N/A
k141_38895,Yes,No,Consensus,0.993,8.507737220497802e-05,Both,N/A,N/A,N/A
k141_55816,Yes,No,Consensus,0.713,4.969599103787914e-06,Both,N/A,N/A,N/A
k141_22939,Yes,No,Consensus,0.567,0.2074505537748336,Both,N/A,N/A,N/A
k141_126391,Yes,No,Consensus,0.88,2.084471759644657e-07,Both,N/A,N/A,N/A
NODE_1591_length_1538_cov_1.581254,No,Yes,Consensus,N/A,N/A,N/A,0.94,0.6057766675949097,Both
k141_174911,Yes,No,Consensus,0.547,9.79815195023548e-06,Both,N/A,N/A,N/A
NODE_3291_length_1261_cov_5.129353,No,Yes,Consensus,N/A,N/A,N/A,0.967,0.0327068194746971,Both
k141_130000,Yes,No,Consensus,0.933,0.9999387860298156,Both,N/A,N/A,N/A
k141_47341,Yes,No,Consensus,0.953,0.0003250386507716,Both,N/A,N/A,N/A
k141_51574,Yes,No,Consensus,0.533,0.5126587152481079,Both,N/A,N/A,N/A
k141_157859,Yes,No,Consensus,0.787,0.2232435643672943,Both,N/A,N/A,N/A
k141_96569,Yes,No,Consensus,0.767,0.0777840837836265,Both,N/A,N/A,N/A
k141_79510,Yes,No,Consensus,1.0,0.1135146468877792,Both,N/A,N/A,N/A
